#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAK1	AGTR1	9606.ENSP00000386456	9606.ENSP00000398832	0	0	0.500	0	0.499
GABRE	GABRR3	9606.ENSP00000359353	9606.ENSP00000481321	0	0	0.540	0.044	0.541
GABRE	PLCL1	9606.ENSP00000359353	9606.ENSP00000402861	0	0	0.900	0	0.900
GABRE	NSF	9606.ENSP00000359353	9606.ENSP00000381293	0	0	0.900	0	0.900
GABRG1	GABRR3	9606.ENSP00000295452	9606.ENSP00000481321	0	0	0.540	0.048	0.543
GABRG1	GABRG2	9606.ENSP00000295452	9606.ENSP00000410732	0	0.511	0.540	0	0.765
GABRG1	NSF	9606.ENSP00000295452	9606.ENSP00000381293	0	0	0.900	0	0.900
GABRG1	PLCL1	9606.ENSP00000295452	9606.ENSP00000402861	0	0	0.900	0	0.900
GABRG2	GABRR3	9606.ENSP00000410732	9606.ENSP00000481321	0	0	0.540	0.048	0.543
GAR1	SMG5	9606.ENSP00000226796	9606.ENSP00000355261	0	0	0.540	0	0.540
GAR1	NOP56	9606.ENSP00000226796	9606.ENSP00000370589	0	0	0.720	0	0.720
GAR1	NVL	9606.ENSP00000226796	9606.ENSP00000281701	0	0	0.900	0	0.900
GAR1	NOP10	9606.ENSP00000226796	9606.ENSP00000332198	0	0.980	0.900	0.741	0.999
GART	PAICS	9606.ENSP00000371253	9606.ENSP00000382595	0	0.412	0	0.296	0.568
GATA3	H4C6	9606.ENSP00000368632	9606.ENSP00000244537	0	0	0.500	0	0.499
GATA3	H2BC1	9606.ENSP00000368632	9606.ENSP00000274764	0	0	0.500	0	0.499
GATA3	H2BC5	9606.ENSP00000368632	9606.ENSP00000289316	0	0	0.500	0	0.499
GATA3	MYB	9606.ENSP00000368632	9606.ENSP00000339992	0	0.292	0.500	0	0.630
GATA3	H3C12	9606.ENSP00000368632	9606.ENSP00000352252	0	0	0.500	0	0.499
GATA3	KDM6A	9606.ENSP00000368632	9606.ENSP00000367203	0	0.052	0	0.400	0.406
GBP1	GBP5	9606.ENSP00000359504	9606.ENSP00000359488	0	0.457	0	0	0.457
GBP1	GBP2	9606.ENSP00000359504	9606.ENSP00000359497	0	0.628	0	0.293	0.725
GBP2	GBP5	9606.ENSP00000359497	9606.ENSP00000359488	0	0.292	0.900	0	0.926
GCNT1	GCNT4	9606.ENSP00000415454	9606.ENSP00000317027	0	0	0.900	0	0.900
GDF15	GFRAL	9606.ENSP00000252809	9606.ENSP00000343636	0	0.946	0	0.982	0.998
GFRA1	PIK3R1	9606.ENSP00000347591	9606.ENSP00000428056	0	0	0.500	0	0.499
GFRA1	RAP1GAP	9606.ENSP00000347591	9606.ENSP00000363895	0	0	0.500	0	0.499
GFRA1	PRKCA	9606.ENSP00000347591	9606.ENSP00000408695	0	0	0.500	0	0.499
GFRA1	NCAM1	9606.ENSP00000347591	9606.ENSP00000480132	0	0	0.400	0.905	0.940
GGH	UGDH	9606.ENSP00000260118	9606.ENSP00000319501	0	0.606	0	0	0.606
GIMAP2	TOR1B	9606.ENSP00000223293	9606.ENSP00000259339	0	0.478	0	0	0.478
GJA1	VCL	9606.ENSP00000282561	9606.ENSP00000211998	0	0	0	0.409	0.408
GJA1	OCLN	9606.ENSP00000282561	9606.ENSP00000347379	0	0.124	0	0.449	0.496
GJA1	RHOJ	9606.ENSP00000282561	9606.ENSP00000316729	0	0.125	0.500	0	0.543
GJA1	MYO6	9606.ENSP00000282561	9606.ENSP00000358994	0	0.124	0.500	0	0.543
GJA1	GJB1	9606.ENSP00000282561	9606.ENSP00000354900	0	0	0.720	0.873	0.962
GJB1	OCLN	9606.ENSP00000354900	9606.ENSP00000347379	0	0.292	0	0.910	0.933
GLI3	SOX2	9606.ENSP00000379258	9606.ENSP00000323588	0	0.457	0	0	0.457
GNAL	PTGER2	9606.ENSP00000334051	9606.ENSP00000245457	0	0.366	0	0.276	0.521
GNAL	GNG11	9606.ENSP00000334051	9606.ENSP00000248564	0	0.247	0.540	0	0.638
GNAL	GNGT1	9606.ENSP00000334051	9606.ENSP00000248572	0	0.247	0.540	0	0.638
GNAL	GNAO1	9606.ENSP00000334051	9606.ENSP00000262494	0	0	0.540	0	0.540
GNAL	OR7G2	9606.ENSP00000334051	9606.ENSP00000303822	0	0.047	0.500	0	0.503
GNAL	OR2J1	9606.ENSP00000334051	9606.ENSP00000493312	0	0	0.500	0	0.499
GNAL	OR10J5	9606.ENSP00000334051	9606.ENSP00000334441	0	0.047	0.500	0	0.503
GNAL	OR51L1	9606.ENSP00000334051	9606.ENSP00000493015	0	0.047	0.500	0	0.503
GNAL	OR14J1	9606.ENSP00000334051	9606.ENSP00000492893	0	0.047	0.500	0	0.503
GNAL	OR51E1	9606.ENSP00000334051	9606.ENSP00000380155	0	0.047	0.500	0	0.503
GNAL	OR11A1	9606.ENSP00000334051	9606.ENSP00000366354	0	0.047	0.500	0	0.503
GNAL	OR5K1	9606.ENSP00000334051	9606.ENSP00000493267	0	0.047	0.500	0	0.503
GNAL	OR51E2	9606.ENSP00000334051	9606.ENSP00000380153	0	0.047	0.500	0	0.503
GNAL	OR10X1	9606.ENSP00000334051	9606.ENSP00000485609	0	0.047	0.500	0	0.503
GNAL	OR2T4	9606.ENSP00000334051	9606.ENSP00000355431	0	0.047	0.500	0	0.503
GNAL	GNG2	9606.ENSP00000334051	9606.ENSP00000334448	0	0.282	0.540	0	0.655
GNAO1	GNG11	9606.ENSP00000262494	9606.ENSP00000248564	0	0.130	0.540	0.082	0.600
GNAO1	GNGT1	9606.ENSP00000262494	9606.ENSP00000248572	0	0.130	0.540	0.082	0.600
GNAO1	RGS9	9606.ENSP00000262494	9606.ENSP00000262406	0	0.382	0	0.143	0.448
GNAO1	S1PR1	9606.ENSP00000262494	9606.ENSP00000305416	0	0	0	0.406	0.406
GNAO1	NPFFR2	9606.ENSP00000262494	9606.ENSP00000307822	0	0.083	0	0.414	0.440
GNAO1	RGS10	9606.ENSP00000262494	9606.ENSP00000358099	0	0.093	0	0.422	0.454
GNAO1	GNG2	9606.ENSP00000262494	9606.ENSP00000334448	0	0.869	0.540	0.082	0.940
GNG11	KCNJ3	9606.ENSP00000248564	9606.ENSP00000295101	0	0	0.500	0	0.499
GNG11	GNGT1	9606.ENSP00000248564	9606.ENSP00000248572	0	0	0.540	0	0.540
GNG11	GNG2	9606.ENSP00000248564	9606.ENSP00000334448	0	0	0.540	0.133	0.584
GNG2	GNGT1	9606.ENSP00000334448	9606.ENSP00000248572	0	0	0.540	0	0.540
GNG2	SPX	9606.ENSP00000334448	9606.ENSP00000256969	0	0.800	0	0	0.800
GNG2	KCNJ3	9606.ENSP00000334448	9606.ENSP00000295101	0	0.082	0.500	0	0.521
GNG2	S1PR1	9606.ENSP00000334448	9606.ENSP00000305416	0	0.805	0	0	0.805
GNG2	MRGPRX1	9606.ENSP00000334448	9606.ENSP00000305766	0	0.844	0	0	0.844
GNG2	HTR1E	9606.ENSP00000334448	9606.ENSP00000307766	0	0.807	0	0	0.807
GNG2	GRK2	9606.ENSP00000334448	9606.ENSP00000312262	0	0.831	0	0.092	0.840
GNG2	KCTD16	9606.ENSP00000334448	9606.ENSP00000426548	0	0.420	0	0	0.420
GNG2	PTH	9606.ENSP00000334448	9606.ENSP00000433208	0	0.800	0	0	0.800
GNG2	LPAR1	9606.ENSP00000334448	9606.ENSP00000363553	0	0.800	0	0.064	0.804
GNGT1	KCNJ3	9606.ENSP00000248572	9606.ENSP00000295101	0	0	0.500	0	0.499
GNL3	WDR12	9606.ENSP00000395772	9606.ENSP00000261015	0	0.477	0	0.294	0.614
GNL3	SOX2	9606.ENSP00000395772	9606.ENSP00000323588	0	0.407	0	0	0.407
GNL3	IFI16	9606.ENSP00000395772	9606.ENSP00000357113	0	0.457	0	0	0.457
GNL3	MRTO4	9606.ENSP00000395772	9606.ENSP00000364320	0	0.471	0	0.092	0.499
GNL3	NOP56	9606.ENSP00000395772	9606.ENSP00000370589	0	0.577	0	0	0.577
GPC3	TFPI	9606.ENSP00000377836	9606.ENSP00000233156	0	0	0	0.627	0.627
GPC3	IGF2	9606.ENSP00000377836	9606.ENSP00000391826	0	0	0	0.762	0.762
GPX3	GPX8	9606.ENSP00000373477	9606.ENSP00000423822	0	0	0.900	0	0.900
GRAP	LCP2	9606.ENSP00000284154	9606.ENSP00000046794	0	0	0	0.834	0.834
GRAP	KITLG	9606.ENSP00000284154	9606.ENSP00000495951	0	0	0.500	0	0.499
GRAP	THEMIS	9606.ENSP00000284154	9606.ENSP00000487358	0	0	0.540	0	0.540
GRAP	TESPA1	9606.ENSP00000284154	9606.ENSP00000400892	0	0	0.540	0	0.540
GRAP	KIT	9606.ENSP00000284154	9606.ENSP00000288135	0	0.292	0.500	0.067	0.640
GRHL2	LMO4	9606.ENSP00000495564	9606.ENSP00000359575	0	0.575	0	0	0.575
GRIA3	GRIN2A	9606.ENSP00000481554	9606.ENSP00000332549	0	0	0.720	0.151	0.752
GRIA3	GRIN3A	9606.ENSP00000481554	9606.ENSP00000355155	0	0	0.720	0	0.720
GRIA3	KIF5C	9606.ENSP00000481554	9606.ENSP00000393379	0	0	0.800	0.081	0.808
GRIA3	GRIN2B	9606.ENSP00000481554	9606.ENSP00000477455	0	0	0.720	0	0.720
GRIN2A	LRRC7	9606.ENSP00000332549	9606.ENSP00000309245	0	0	0.500	0	0.499
GRIN2A	MPP2	9606.ENSP00000332549	9606.ENSP00000428182	0	0	0	0.470	0.470
GRIN2A	PDLIM5	9606.ENSP00000332549	9606.ENSP00000480359	0	0	0.500	0	0.499
GRIN2A	GRIN3A	9606.ENSP00000332549	9606.ENSP00000355155	0	0.292	0.900	0.982	0.998
GRIN2A	GRIN2B	9606.ENSP00000332549	9606.ENSP00000477455	0	0.712	0.900	0.982	0.999
GRIN2B	LRRC7	9606.ENSP00000477455	9606.ENSP00000309245	0	0	0.400	0	0.400
GRIN2B	GRIN3A	9606.ENSP00000477455	9606.ENSP00000355155	0	0.292	0.900	0.981	0.998
GRIN2B	MPP2	9606.ENSP00000477455	9606.ENSP00000428182	0	0	0	0.613	0.613
GRIN2B	PDLIM5	9606.ENSP00000477455	9606.ENSP00000480359	0	0	0.500	0	0.499
GRIN3A	RAC1	9606.ENSP00000355155	9606.ENSP00000348461	0	0	0	0.418	0.418
GRK2	PRKCB	9606.ENSP00000312262	9606.ENSP00000496129	0	0.457	0	0	0.457
GSTA2	GSTM2	9606.ENSP00000420168	9606.ENSP00000241337	0	0	0.500	0.084	0.522
GSTA2	GSTM5	9606.ENSP00000420168	9606.ENSP00000256593	0	0	0.500	0.084	0.522
GSTA2	HPGDS	9606.ENSP00000420168	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTA2	GSTM1	9606.ENSP00000420168	9606.ENSP00000311469	0	0	0.500	0.116	0.539
GSTA2	GSTM3	9606.ENSP00000420168	9606.ENSP00000354357	0	0	0.500	0.053	0.506
GSTA2	GSTM4	9606.ENSP00000420168	9606.ENSP00000358851	0	0	0.500	0.084	0.522
GSTA2	GSTP1	9606.ENSP00000420168	9606.ENSP00000381607	0	0	0.500	0.082	0.521
GSTM1	GSTM2	9606.ENSP00000311469	9606.ENSP00000241337	0	0.671	0.500	0	0.828
GSTM1	GSTM5	9606.ENSP00000311469	9606.ENSP00000256593	0	0.610	0.500	0	0.796
GSTM1	HPGDS	9606.ENSP00000311469	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTM1	GSTM4	9606.ENSP00000311469	9606.ENSP00000358851	0	0	0.500	0	0.499
GSTM1	GSTM3	9606.ENSP00000311469	9606.ENSP00000354357	0	0.193	0.500	0	0.579
GSTM1	GSTP1	9606.ENSP00000311469	9606.ENSP00000381607	0	0	0.700	0	0.700
GSTM1	SPP1	9606.ENSP00000311469	9606.ENSP00000378517	0	0	0	0.970	0.970
GSTM2	HPGDS	9606.ENSP00000241337	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTM2	GSTP1	9606.ENSP00000241337	9606.ENSP00000381607	0	0	0.500	0	0.499
GSTM2	GSTM5	9606.ENSP00000241337	9606.ENSP00000256593	0	0.680	0.500	0	0.833
GSTM2	GSTM4	9606.ENSP00000241337	9606.ENSP00000358851	0	0.711	0.500	0	0.849
GSTM2	GSTM3	9606.ENSP00000241337	9606.ENSP00000354357	0	0.965	0.500	0.190	0.984
GSTM3	GSTM5	9606.ENSP00000354357	9606.ENSP00000256593	0	0.653	0.500	0	0.819
GSTM3	HPGDS	9606.ENSP00000354357	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTM3	GSTP1	9606.ENSP00000354357	9606.ENSP00000381607	0	0	0.500	0	0.499
GSTM3	GSTM4	9606.ENSP00000354357	9606.ENSP00000358851	0	0.672	0.500	0	0.828
GSTM4	GSTM5	9606.ENSP00000358851	9606.ENSP00000256593	0	0.680	0.500	0	0.833
GSTM4	HPGDS	9606.ENSP00000358851	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTM4	GSTP1	9606.ENSP00000358851	9606.ENSP00000381607	0	0	0.500	0	0.499
GSTM5	HPGDS	9606.ENSP00000256593	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTM5	GSTP1	9606.ENSP00000256593	9606.ENSP00000381607	0	0	0.500	0	0.499
GSTP1	HPGDS	9606.ENSP00000381607	9606.ENSP00000295256	0	0	0.500	0	0.499
GSTP1	MAPK9	9606.ENSP00000381607	9606.ENSP00000394560	0	0	0	0.427	0.426
GTF3C6	POLR2H	9606.ENSP00000357863	9606.ENSP00000415536	0	0	0.500	0	0.499
GZMK	MSMB	9606.ENSP00000231009	9606.ENSP00000463092	0	0	0	0.966	0.966
H2BC1	H4C6	9606.ENSP00000274764	9606.ENSP00000244537	0	0.904	0.400	0.358	0.959
H2BC1	H2BC5	9606.ENSP00000274764	9606.ENSP00000289316	0	0	0.400	0	0.400
H2BC1	ZNF217	9606.ENSP00000274764	9606.ENSP00000360526	0	0	0.500	0	0.499
H2BC1	KDM4C	9606.ENSP00000274764	9606.ENSP00000370710	0	0	0.500	0	0.499
H2BC1	LEO1	9606.ENSP00000274764	9606.ENSP00000299601	0	0.106	0.500	0	0.533
H2BC1	POLR2H	9606.ENSP00000274764	9606.ENSP00000415536	0	0.133	0.500	0	0.547
H2BC1	JAZF1	9606.ENSP00000274764	9606.ENSP00000283928	0	0.582	0	0	0.582
H2BC1	RUVBL1	9606.ENSP00000274764	9606.ENSP00000318297	0	0.586	0	0	0.586
H2BC1	KDM6A	9606.ENSP00000274764	9606.ENSP00000367203	0	0.214	0.500	0	0.590
H2BC1	H3C12	9606.ENSP00000274764	9606.ENSP00000352252	0	0.807	0.400	0.479	0.934
H2BC5	H4C6	9606.ENSP00000289316	9606.ENSP00000244537	0	0.890	0.400	0.349	0.953
H2BC5	KDM4C	9606.ENSP00000289316	9606.ENSP00000370710	0	0	0.500	0	0.499
H2BC5	ZNF217	9606.ENSP00000289316	9606.ENSP00000360526	0	0	0.500	0	0.499
H2BC5	LEO1	9606.ENSP00000289316	9606.ENSP00000299601	0	0.106	0.500	0	0.533
H2BC5	POLR2H	9606.ENSP00000289316	9606.ENSP00000415536	0	0.133	0.500	0	0.547
H2BC5	KDM6A	9606.ENSP00000289316	9606.ENSP00000367203	0	0.214	0.500	0	0.590
H2BC5	H3C12	9606.ENSP00000289316	9606.ENSP00000352252	0	0.075	0.400	0.592	0.753
H3C12	H4C6	9606.ENSP00000352252	9606.ENSP00000244537	0	0.965	0.800	0.970	0.999
H3C12	MCM7	9606.ENSP00000352252	9606.ENSP00000307288	0	0.405	0	0.362	0.604
H3C12	RUVBL1	9606.ENSP00000352252	9606.ENSP00000318297	0	0.842	0	0	0.842
H3C12	SOX2	9606.ENSP00000352252	9606.ENSP00000323588	0	0.800	0	0	0.800
H3C12	WWC1	9606.ENSP00000352252	9606.ENSP00000427772	0	0	0	0.417	0.416
H3C12	ZNF217	9606.ENSP00000352252	9606.ENSP00000360526	0	0	0.500	0	0.499
H3C12	KDM4C	9606.ENSP00000352252	9606.ENSP00000370710	0	0	0.500	0	0.499
H3C12	POLR2H	9606.ENSP00000352252	9606.ENSP00000415536	0	0.206	0.500	0	0.586
H3C12	SLCO6A1	9606.ENSP00000352252	9606.ENSP00000421339	0	0	0	0.667	0.667
H3C12	KDM6A	9606.ENSP00000352252	9606.ENSP00000367203	0	0.362	0.500	0.064	0.675
H4C6	HMGN5	9606.ENSP00000244537	9606.ENSP00000350848	0	0.421	0	0	0.420
H4C6	SLCO6A1	9606.ENSP00000244537	9606.ENSP00000421339	0	0	0	0.426	0.426
H4C6	TCF7L1	9606.ENSP00000244537	9606.ENSP00000282111	0	0	0	0.451	0.451
H4C6	RANBP2	9606.ENSP00000244537	9606.ENSP00000283195	0	0.457	0	0	0.457
H4C6	TOP2A	9606.ENSP00000244537	9606.ENSP00000411532	0	0.457	0	0	0.457
H4C6	IFI16	9606.ENSP00000244537	9606.ENSP00000357113	0	0.457	0	0	0.457
H4C6	TRIM29	9606.ENSP00000244537	9606.ENSP00000343129	0	0.457	0	0	0.457
H4C6	NOP56	9606.ENSP00000244537	9606.ENSP00000370589	0	0.457	0	0	0.457
H4C6	LIG3	9606.ENSP00000244537	9606.ENSP00000367787	0	0.457	0	0	0.457
H4C6	KRT18	9606.ENSP00000244537	9606.ENSP00000373489	0	0.457	0	0	0.457
H4C6	HLTF	9606.ENSP00000244537	9606.ENSP00000308944	0	0.470	0	0	0.470
H4C6	ZNF217	9606.ENSP00000244537	9606.ENSP00000360526	0	0	0.500	0	0.499
H4C6	KDM4C	9606.ENSP00000244537	9606.ENSP00000370710	0	0	0.500	0	0.499
H4C6	MCM7	9606.ENSP00000244537	9606.ENSP00000307288	0	0.499	0	0	0.499
H4C6	MYC	9606.ENSP00000244537	9606.ENSP00000478887	0	0.457	0	0.362	0.638
H4C6	KDM6A	9606.ENSP00000244537	9606.ENSP00000367203	0	0.401	0.500	0	0.687
H4C6	SOX2	9606.ENSP00000244537	9606.ENSP00000323588	0	0.800	0	0	0.800
H4C6	LEO1	9606.ENSP00000244537	9606.ENSP00000299601	0	0.872	0	0	0.873
H4C6	RUVBL1	9606.ENSP00000244537	9606.ENSP00000318297	0	0.868	0.500	0	0.931
H4C6	POLR2H	9606.ENSP00000244537	9606.ENSP00000415536	0	0.884	0.500	0	0.939
HELLS	LRRK2	9606.ENSP00000377601	9606.ENSP00000298910	0	0.457	0	0	0.457
HFM1	MSH4	9606.ENSP00000359454	9606.ENSP00000263187	0	0	0	0.848	0.848
HOXB13	MEIS1	9606.ENSP00000290295	9606.ENSP00000272369	0	0.900	0	0.282	0.925
HOXB13	MEIS2	9606.ENSP00000290295	9606.ENSP00000453793	0	0.900	0	0	0.900
HOXD10	MEIS1	9606.ENSP00000249501	9606.ENSP00000272369	0	0	0	0.556	0.556
HSD17B4	PEX10	9606.ENSP00000411960	9606.ENSP00000288774	0	0	0.500	0	0.499
HSPB1	HSPB6	9606.ENSP00000248553	9606.ENSP00000004982	0	0.390	0	0.736	0.832
HSPB1	LRRK2	9606.ENSP00000248553	9606.ENSP00000298910	0	0.457	0	0	0.457
HSPB1	HSPB8	9606.ENSP00000248553	9606.ENSP00000281938	0	0.483	0	0.798	0.891
HSPB2	RFPL3	9606.ENSP00000302476	9606.ENSP00000249007	0	0.488	0	0	0.487
HSPB2	HSPB8	9606.ENSP00000302476	9606.ENSP00000281938	0	0.483	0	0.854	0.921
HSPB6	HSPB8	9606.ENSP00000004982	9606.ENSP00000281938	0	0.322	0	0.490	0.639
HSPB7	HSPB8	9606.ENSP00000364870	9606.ENSP00000281938	0	0.534	0	0.513	0.763
HSPB8	SYNPO2	9606.ENSP00000281938	9606.ENSP00000306015	0	0	0	0.459	0.459
HSPB8	RUVBL1	9606.ENSP00000281938	9606.ENSP00000318297	0	0	0.540	0	0.540
ICOS	PIK3R1	9606.ENSP00000319476	9606.ENSP00000428056	0	0.457	0.400	0.291	0.748
IFI16	WDR12	9606.ENSP00000357113	9606.ENSP00000261015	0	0.457	0	0	0.457
IFI16	NVL	9606.ENSP00000357113	9606.ENSP00000281701	0	0.457	0	0	0.457
IFI16	LYAR	9606.ENSP00000357113	9606.ENSP00000345917	0	0.457	0	0.274	0.588
IFNA17	IFNB1	9606.ENSP00000411940	9606.ENSP00000369581	0	0	0	0.428	0.428
IFNB1	TLR3	9606.ENSP00000369581	9606.ENSP00000296795	0	0	0	0.923	0.923
IFNB1	ITGB3	9606.ENSP00000369581	9606.ENSP00000452786	0	0.405	0	0	0.405
IFNB1	IFNE	9606.ENSP00000369581	9606.ENSP00000418018	0	0	0	0.504	0.504
IGF1	TACSTD2	9606.ENSP00000376637	9606.ENSP00000360269	0	0	0	0.778	0.778
IGF1	PTH	9606.ENSP00000376637	9606.ENSP00000433208	0	0	0	0.515	0.515
IGF1	PDGFC	9606.ENSP00000376637	9606.ENSP00000422464	0	0	0.900	0.074	0.903
IGF1	ITGB3	9606.ENSP00000376637	9606.ENSP00000452786	0	0	0.900	0.405	0.937
IGF1	IGF2	9606.ENSP00000376637	9606.ENSP00000391826	0	0	0.900	0.982	0.998
IGF2	PTN	9606.ENSP00000391826	9606.ENSP00000341170	0	0	0	0.451	0.451
IGF2	SPP1	9606.ENSP00000391826	9606.ENSP00000378517	0	0	0	0.739	0.739
IGKV2-40	PIGR	9606.ENSP00000483585	9606.ENSP00000348888	0	0	0.540	0	0.540
IL13RA2	IL4	9606.ENSP00000361004	9606.ENSP00000231449	0	0	0	0.695	0.695
IL18	IL1RL1	9606.ENSP00000280357	9606.ENSP00000233954	0	0	0	0.545	0.545
IL18	IL1A	9606.ENSP00000280357	9606.ENSP00000263339	0	0	0	0.882	0.882
IL1A	IL4	9606.ENSP00000263339	9606.ENSP00000231449	0	0	0	0.913	0.913
IL1A	IL5	9606.ENSP00000263339	9606.ENSP00000231454	0	0	0	0.505	0.505
IL1A	POSTN	9606.ENSP00000263339	9606.ENSP00000369071	0	0	0	0.470	0.470
IL1RL1	KIT	9606.ENSP00000233954	9606.ENSP00000288135	0	0	0	0.679	0.679
IL1RL1	IL33	9606.ENSP00000233954	9606.ENSP00000370842	0	0.943	0.900	0.982	0.999
IL23R	IL6ST	9606.ENSP00000321345	9606.ENSP00000370698	0	0	0	0.575	0.575
IL4	IL9	9606.ENSP00000231449	9606.ENSP00000274520	0	0	0	0.947	0.947
IL5	PIK3R1	9606.ENSP00000231454	9606.ENSP00000428056	0	0	0.400	0	0.400
IL5	IL9	9606.ENSP00000231454	9606.ENSP00000274520	0	0	0	0.927	0.927
IL6ST	PARM1	9606.ENSP00000370698	9606.ENSP00000370224	0	0.423	0	0	0.422
IMPA1	SCPEP1	9606.ENSP00000408526	9606.ENSP00000262288	0	0.462	0	0	0.461
INTS12	SAGE1	9606.ENSP00000415433	9606.ENSP00000323191	0	0	0.540	0	0.540
IQGAP2	RAC1	9606.ENSP00000274364	9606.ENSP00000348461	0	0.551	0.500	0.129	0.787
ISL1	SSBP2	9606.ENSP00000230658	9606.ENSP00000483921	0	0.663	0	0.113	0.688
ITGA2	ITGB4	9606.ENSP00000296585	9606.ENSP00000200181	0	0	0.720	0.102	0.737
ITGA2	LAMB1	9606.ENSP00000296585	9606.ENSP00000222399	0	0	0.500	0	0.499
ITGA2	ITGB8	9606.ENSP00000296585	9606.ENSP00000222573	0	0	0.900	0.220	0.918
ITGA2	LAMA4	9606.ENSP00000296585	9606.ENSP00000230538	0	0	0.500	0	0.499
ITGA2	TNC	9606.ENSP00000296585	9606.ENSP00000265131	0	0	0.500	0	0.499
ITGA2	LUM	9606.ENSP00000296585	9606.ENSP00000266718	0	0	0.500	0	0.499
ITGA2	ITGA5	9606.ENSP00000296585	9606.ENSP00000293379	0	0	0.900	0.482	0.945
ITGA2	LAMB3	9606.ENSP00000296585	9606.ENSP00000375778	0	0	0.500	0.065	0.512
ITGA2	ITGA8	9606.ENSP00000296585	9606.ENSP00000367316	0	0	0.720	0.206	0.768
ITGA2	ITGB3	9606.ENSP00000296585	9606.ENSP00000452786	0	0	0.900	0.281	0.925
ITGA5	ITGB4	9606.ENSP00000293379	9606.ENSP00000200181	0	0	0.720	0.150	0.751
ITGA5	ITGB8	9606.ENSP00000293379	9606.ENSP00000222573	0	0	0.900	0.145	0.910
ITGA5	TM4SF1	9606.ENSP00000293379	9606.ENSP00000304277	0	0	0	0.402	0.402
ITGA5	SPP1	9606.ENSP00000293379	9606.ENSP00000378517	0	0	0.500	0.262	0.615
ITGA5	ITGA8	9606.ENSP00000293379	9606.ENSP00000367316	0	0	0.720	0.152	0.752
ITGA5	ITGB3	9606.ENSP00000293379	9606.ENSP00000452786	0	0.457	0.900	0.858	0.991
ITGA8	ITGB4	9606.ENSP00000367316	9606.ENSP00000200181	0	0	0.720	0.116	0.741
ITGA8	ITGB8	9606.ENSP00000367316	9606.ENSP00000222573	0	0	0.720	0.101	0.737
ITGA8	TNC	9606.ENSP00000367316	9606.ENSP00000265131	0	0	0.500	0	0.499
ITGA8	ITGB3	9606.ENSP00000367316	9606.ENSP00000452786	0	0	0.720	0.116	0.741
ITGA8	SPP1	9606.ENSP00000367316	9606.ENSP00000378517	0	0	0.500	0.665	0.825
ITGB3	ITGB4	9606.ENSP00000452786	9606.ENSP00000200181	0	0	0.720	0.185	0.762
ITGB3	VCL	9606.ENSP00000452786	9606.ENSP00000211998	0	0	0.400	0.536	0.710
ITGB3	ITGB8	9606.ENSP00000452786	9606.ENSP00000222573	0	0	0.900	0.442	0.941
ITGB3	TGFB3	9606.ENSP00000452786	9606.ENSP00000238682	0	0	0.500	0	0.499
ITGB3	PDGFRA	9606.ENSP00000452786	9606.ENSP00000257290	0	0.292	0	0.246	0.443
ITGB3	TNC	9606.ENSP00000452786	9606.ENSP00000265131	0	0	0.500	0	0.499
ITGB3	POSTN	9606.ENSP00000452786	9606.ENSP00000369071	0	0	0	0.432	0.432
ITGB3	SPP1	9606.ENSP00000452786	9606.ENSP00000378517	0	0	0.500	0.906	0.950
ITGB3	PLA2G2A	9606.ENSP00000452786	9606.ENSP00000383364	0	0.457	0	0	0.457
ITGB3	PRKCA	9606.ENSP00000452786	9606.ENSP00000408695	0	0	0.650	0.046	0.651
ITGB3	PRKCB	9606.ENSP00000452786	9606.ENSP00000496129	0	0.292	0.650	0.046	0.742
ITGB4	LAMB1	9606.ENSP00000200181	9606.ENSP00000222399	0	0.044	0.500	0	0.501
ITGB4	LAMB3	9606.ENSP00000200181	9606.ENSP00000375778	0	0	0.500	0.153	0.558
ITGB4	PRKCB	9606.ENSP00000200181	9606.ENSP00000496129	0	0	0.650	0.046	0.651
ITGB4	PRKCA	9606.ENSP00000200181	9606.ENSP00000408695	0	0	0.650	0.046	0.651
ITGB4	ITGB8	9606.ENSP00000200181	9606.ENSP00000222573	0	0	0.720	0	0.720
ITGB8	PRKCA	9606.ENSP00000222573	9606.ENSP00000408695	0	0	0.650	0.051	0.653
ITGB8	PRKCB	9606.ENSP00000222573	9606.ENSP00000496129	0	0	0.650	0.062	0.657
ITGB8	TGFB3	9606.ENSP00000222573	9606.ENSP00000238682	0	0	0.500	0.393	0.683
ITIH5	TNFAIP6	9606.ENSP00000380333	9606.ENSP00000243347	0	0	0	0.598	0.598
JAZF1	RUVBL1	9606.ENSP00000283928	9606.ENSP00000318297	0	0.600	0	0	0.600
KANK1	KIF21A	9606.ENSP00000477725	9606.ENSP00000354878	0	0.954	0	0.599	0.981
KANSL1L	OGT	9606.ENSP00000281772	9606.ENSP00000362824	0	0	0.540	0	0.540
KANSL1L	RUVBL1	9606.ENSP00000281772	9606.ENSP00000318297	0	0	0.540	0	0.540
